ori,des,free_flow_time,,,,,
30444,30455,0.02,,,,,
30444,30456,0.07,,,,,
30445,30453,0.07,,,,,
30445,30457,0.02,,,,,
30445,30458,0.06,,,,,
30446,30453,0.02,,,,,
30446,30454,0.05,,,,,
30446,30459,0.16,,,,,
30447,30441,0.06,,,,,
30447,30442,0.02,,,,,
30447,30448,0.07,,,,,
30448,30442,0.07,,,,,
30448,30447,0.07,,,,,
30448,30464,0.32,,,,,
30449,30441,0.02,,,,,
30449,30450,0.07,,,,,
30449,30451,0.04,,,,,
30450,30441,0.07,,,,,
30450,30449,0.07,,,,,
30450,30462,0.32,,,,,
30451,30440,0.02,,,,,
30451,30449,0.04,,,,,
30451,30452,0.06,,,,,
30452,30440,0.05,,,,,
30452,30451,0.06,,,,,
30452,30460,0.31,,,,,
30453,30445,0.07,,,,,
30453,30446,0.02,,,,,
30453,30454,0.06,,,,,
30454,30446,0.05,,,,,
30454,30453,0.06,,,,,
30454,30464,0.38,,,,,
30455,30444,0.02,,,,,
30455,30456,0.07,,,,,
30455,30457,0.04,,,,,
30456,30444,0.07,,,,,
30456,30455,0.07,,,,,
30456,30460,0.38,,,,,
30457,30445,0.02,,,,,
30457,30455,0.04,,,,,
30457,30458,0.07,,,,,
30458,30445,0.06,,,,,
30458,30457,0.07,,,,,
30458,30462,0.37,,,,,
30459,30446,0.16,,,,,
30460,30452,0.31,,,,,
30460,30456,0.38,,,,,
30460,30461,0.04,,,,,
30461,30460,0.04,,,,,
30461,30462,0.04,,,,,
30462,30450,0.32,,,,,
30462,30458,0.37,,,,,
30462,30461,0.04,,,,,
30462,30463,0.04,,,,,
30463,30462,0.04,,,,,
30463,30464,0.05,,,,,
30464,30448,0.32,,,,,
30464,30454,0.38,,,,,
30464,30463,0.05,,,,,
30465,31119,0.07,,,,,
30466,30472,0.34,,,,,
30466,30504,0.31,,,,,
30466,31119,0.05,,,,,
30467,30436,0.03,,,,,
30468,30469,0.02,,,,,
30469,30438,0.07,,,,,
30469,30468,0.02,,,,,
30469,30470,0.02,,,,,
30470,30469,0.02,,,,,
30471,30438,0.05,,,,,
30471,30439,0.04,,,,,
30472,30466,0.17,,,,,
30472,30505,0.19,,,,,
30473,30496,0.18,,,,,
30473,30501,0.14,,,,,
30473,30514,0.01,,,,,
30474,30479,0.11,,,,,
30474,30503,0.19,,,,,
30475,30477,0.41,,,,,
30475,30479,0.1,,,,,
30476,30484,0.11,,,,,
30476,30503,0.22,,,,,
30477,30475,0.41,,,,,
30477,30484,0.1,,,,,
30478,30479,0.14,,,,,
30478,30480,0.05,,,,,
30478,30481,0.05,,,,,
30479,30474,0.11,,,,,
30479,30475,0.1,,,,,
30479,30478,0.14,,,,,
30480,30478,0.05,,,,,
30480,30483,0.05,,,,,
30480,30502,0.01,,,,,
30481,30478,0.05,,,,,
30481,30482,0.02,,,,,
30481,30483,0.05,,,,,
30482,30481,0.02,,,,,
30483,30480,0.05,,,,,
30483,30481,0.05,,,,,
30483,30484,0.07,,,,,
30484,30476,0.11,,,,,
30484,30477,0.1,,,,,
30484,30483,0.19,,,,,
30485,29616,0.09,,,,,
30486,4313,0.46,,,,,
30486,4320,0.27,,,,,
30486,4338,0.25,,,,,
30487,4775,0.1,,,,,
30487,30500,0.13,,,,,
30488,5986,0.32,,,,,
30489,27007,0.41,,,,,
30489,30485,0.1,,,,,
30490,6179,0.39,,,,,
30490,26984,0.32,,,,,
30491,6369,0.11,,,,,
30491,27101,0.17,,,,,
30492,29898,0.01,,,,,
30493,6785,0.04,,,,,
30494,6801,0.04,,,,,
30495,29270,0.03,,,,,
30496,30473,0.18,,,,,
30497,8916,0.16,,,,,
30497,30560,0.06,,,,,
30497,30563,0.05,,,,,
30498,11304,0.1,,,,,
30499,22762,0.17,,,,,
30499,30500,0.07,,,,,
30500,30487,0.13,,,,,
30500,30499,0.07,,,,,
30501,30473,0.14,,,,,
30502,30480,0.01,,,,,
30503,30474,0.19,,,,,
30503,30476,0.22,,,,,
30504,30466,0.31,,,,,
30505,30472,0.19,,,,,
30506,30438,0.14,,,,,
30507,30508,0.13,,,,,
30507,30547,0.41,,,,,
30507,31121,0.47,,,,,
30508,30507,0.13,,,,,
30508,30509,0.1,,,,,
30508,31123,0.47,,,,,
30509,30436,0.69,,,,,
30509,30508,0.1,,,,,
30509,30510,0.11,,,,,
30510,30437,0.69,,,,,
30510,30509,0.11,,,,,
30510,30535,0.04,,,,,
30511,30430,0.85,,,,,
30511,30535,0.04,,,,,
30512,29519,0.74,,,,,
30512,30488,0.06,,,,,
30513,216,0.1,,,,,
30514,30473,0.01,,,,,
30515,3748,0.67,,,,,
30515,22938,1.02,,,,,
30516,30526,0.22,,,,,
30517,30524,0.25,,,,,
30518,30521,0.15,,,,,
30518,30525,0.1,,,,,
30519,30521,0.13,,,,,
30519,30524,0.1,,,,,
30520,30521,0.04,,,,,
30521,30518,0.15,,,,,
30521,30519,0.13,,,,,
30521,30520,0.04,,,,,
30521,30522,0.04,,,,,
30522,30521,0.04,,,,,
30523,30527,0.17,,,,,
30524,30517,0.25,,,,,
30524,30519,0.1,,,,,
30524,30525,0.28,,,,,
30525,28604,0.23,,,,,
30525,30518,0.1,,,,,
30525,30524,0.28,,,,,
30525,30526,0.3,,,,,
30526,30516,0.22,,,,,
30526,30525,0.3,,,,,
30526,30527,0.32,,,,,
30527,30523,0.17,,,,,
30527,30526,0.32,,,,,
30528,30529,0.04,,,,,
30528,30533,0.05,,,,,
30529,30528,0.04,,,,,
30530,30532,0.07,,,,,
30531,30532,0.04,,,,,
30532,30530,0.07,,,,,
30532,30531,0.04,,,,,
30532,30533,0.03,,,,,
30533,30528,0.05,,,,,
30533,30532,0.03,,,,,
30534,30535,0.13,,,,,
30535,30510,0.04,,,,,
30535,30511,0.04,,,,,
30535,30534,0.13,,,,,
30536,30555,0.12,,,,,
30536,30556,0.54,,,,,
30536,30560,0.16,,,,,
30537,30562,0.07,,,,,
30538,30559,0.06,,,,,
30539,30556,0.05,,,,,
30540,30554,0.05,,,,,
30541,30551,0.05,,,,,
30542,30548,0.05,,,,,
30543,30544,0.57,,,,,
30544,30543,0.57,,,,,
30544,30563,0.1,,,,,
30544,31128,0.04,,,,,
30545,30546,0.53,,,,,
30546,30545,0.53,,,,,
30546,31128,0.05,,,,,
30547,30507,0.41,,,,,
30547,30548,0.53,,,,,
30547,30550,0.11,,,,,
30547,31121,0.2,,,,,
30548,30542,0.05,,,,,
30548,30547,0.53,,,,,
30548,30549,0.5,,,,,
30549,28521,0.06,,,,,
30549,30428,0.22,,,,,
30549,30548,0.5,,,,,
30550,30547,0.11,,,,,
30550,30551,0.53,,,,,
30550,30553,0.11,,,,,
30551,30541,0.05,,,,,
30551,30550,0.53,,,,,
30551,30552,0.54,,,,,
30552,28521,0.05,,,,,
30552,30551,0.54,,,,,
30552,30555,0.11,,,,,
30553,30550,0.11,,,,,
30553,30554,0.53,,,,,
30553,30557,0.11,,,,,
30554,30540,0.05,,,,,
30554,30553,0.53,,,,,
30554,30555,0.54,,,,,
30555,30536,0.12,,,,,
30555,30552,0.11,,,,,
30555,30554,0.54,,,,,
30555,31122,0.59,,,,,
30556,30536,0.54,,,,,
30556,30539,0.05,,,,,
30556,30557,0.53,,,,,
30557,30553,0.11,,,,,
30557,30556,0.53,,,,,
30557,30558,0.11,,,,,
30558,30557,0.11,,,,,
30558,30559,0.53,,,,,
30558,30561,0.12,,,,,
30559,30538,0.06,,,,,
30559,30558,0.53,,,,,
30559,30560,0.54,,,,,
30560,30497,0.06,,,,,
30560,30536,0.16,,,,,
30560,30559,0.54,,,,,
30561,30558,0.12,,,,,
30561,30562,0.53,,,,,
30562,30537,0.07,,,,,
30562,30561,0.53,,,,,
30562,30563,0.53,,,,,
30563,30497,0.05,,,,,
30563,30544,0.1,,,,,
30563,30562,0.53,,,,,
30564,5787,0.22,,,,,
30565,4692,0.28,,,,,
30566,17491,0.78,,,,,
30567,5122,0.14,,,,,
30568,16187,0.11,,,,,
30568,16189,0.23,,,,,
30569,30570,0.23,,,,,
30570,5870,0.3,,,,,
30571,5787,0.32,,,,,
30572,27500,0.02,,,,,
30572,29775,0.07,,,,,
30573,30574,0.11,,,,,
30573,30575,0.51,,,,,
30574,2773,0.2,,,,,
30574,30573,0.11,,,,,
30574,30576,0.74,,,,,
30575,2772,0.12,,,,,
30575,5444,0.17,,,,,
30575,30573,0.51,,,,,
30575,30609,0.08,,,,,
30576,2772,0.22,,,,,
30576,5444,0.26,,,,,
30576,30574,0.74,,,,,
30577,30578,0.09,,,,,
30577,30609,0.04,,,,,
30578,2775,0.32,,,,,
30578,26947,0.26,,,,,
30578,30577,0.09,,,,,
30579,30580,0.22,,,,,
30579,30582,0.4,,,,,
30579,30583,0.54,,,,,
30580,30579,0.22,,,,,
30580,30581,0.36,,,,,
30581,2784,0.43,,,,,
30581,30580,0.36,,,,,
30581,30582,0.19,,,,,
30581,30585,0.15,,,,,
30582,30579,0.4,,,,,
30582,30581,0.19,,,,,
30582,30584,0.16,,,,,
30582,30620,0.42,,,,,
30583,2787,0.31,,,,,
30583,15374,0.28,,,,,
30583,15375,0.04,,,,,
30583,30579,0.54,,,,,
30584,2785,0.15,,,,,
30584,30582,0.16,,,,,
30584,30621,0.54,,,,,
30585,2785,0.13,,,,,
30585,15416,0.57,,,,,
30585,30581,0.15,,,,,
30586,2790,0.37,,,,,
30586,15325,0.04,,,,,
30586,15373,0.19,,,,,
30586,30619,0.38,,,,,
30587,691,0.12,,,,,
30587,30589,0.89,,,,,
30587,30633,0.56,,,,,
30588,689,0.09,,,,,
30588,16435,0.09,,,,,
30588,16436,0.45,,,,,
30588,30630,0.28,,,,,
30589,30587,0.89,,,,,
30589,30590,0.61,,,,,
30589,30608,0.32,,,,,
30590,690,0.09,,,,,
30590,16434,0.22,,,,,
30590,16450,0.21,,,,,
30590,30589,0.61,,,,,
30591,2633,0.1,,,,,
30591,7046,0.04,,,,,
30591,15994,0.11,,,,,
30592,2638,0.09,,,,,
30592,2639,0.31,,,,,
30592,15996,0.09,,,,,
30592,30593,0.75,,,,,
30593,2640,0.14,,,,,
30593,30595,0.33,,,,,
30593,30624,0.22,,,,,
30594,2637,0.1,,,,,
30594,15989,0.25,,,,,
30594,15990,0.11,,,,,
30594,30625,0.46,,,,,
30595,15849,0.71,,,,,
30595,30593,0.33,,,,,
30596,30598,0.32,,,,,
30597,2590,0.13,,,,,
30597,30622,0.84,,,,,
30597,30623,0.43,,,,,
30598,2593,0.17,,,,,
30598,30596,0.32,,,,,
30598,30606,0.16,,,,,
30599,2594,0.19,,,,,
30599,15843,0.25,,,,,
30599,15844,0.03,,,,,
30599,30606,0.22,,,,,
30600,2592,0.2,,,,,
30600,30601,0.66,,,,,
30600,30605,0.21,,,,,
30601,15843,0.11,,,,,
30601,30603,0.02,,,,,
30602,30600,0.31,,,,,
30603,2591,0.18,,,,,
30603,30602,0.32,,,,,
30604,2587,0.19,,,,,
30604,15839,0.28,,,,,
30604,15840,0.14,,,,,
30604,30605,0.56,,,,,
30605,15823,0.33,,,,,
30605,30600,0.21,,,,,
30605,30604,0.56,,,,,
30606,30598,0.16,,,,,
30606,30599,0.22,,,,,
30607,2644,0.16,,,,,
30607,6956,0.3,,,,,
30607,30614,0.07,,,,,
30608,687,0.14,,,,,
30608,28740,0.44,,,,,
30608,30589,0.32,,,,,
30609,26944,0.18,,,,,
30609,30575,0.08,,,,,
30609,30577,0.04,,,,,
30610,5522,0.24,,,,,
30610,5523,0.27,,,,,
30611,1680,0.22,,,,,
30611,5957,0.21,,,,,
30611,14048,0.12,,,,,
30612,1669,0.17,,,,,
30612,28483,0.27,,,,,
30613,1673,0.16,,,,,
30613,28479,0.3,,,,,
30614,2643,0.21,,,,,
30614,15995,0.26,,,,,
30614,30607,0.07,,,,,
30615,2632,0.13,,,,,
30615,6980,0.37,,,,,
30615,7046,0.06,,,,,
30616,7094,0.21,,,,,
30616,7138,0.41,,,,,
30616,30595,0.27,,,,,
30617,1676,0.29,,,,,
30617,14050,0.16,,,,,
30617,14051,0.11,,,,,
30618,2791,0.45,,,,,
30618,15321,0.27,,,,,
30618,30619,0.25,,,,,
30619,15379,0.23,,,,,
30619,30586,0.38,,,,,
30619,30618,0.25,,,,,
30620,15371,0.06,,,,,
30620,15372,0.19,,,,,
30620,30582,0.42,,,,,
30621,15415,0.05,,,,,
30621,15416,0.22,,,,,
30621,30584,0.54,,,,,
30622,15819,0.19,,,,,
30622,29002,0.17,,,,,
30622,30597,0.84,,,,,
30623,15823,0.05,,,,,
30623,15824,0.21,,,,,
30623,30597,0.43,,,,,
30624,15991,0.22,,,,,
30624,30593,0.22,,,,,
30624,30625,0.15,,,,,
30625,15996,0.22,,,,,
30625,30624,0.15,,,,,
30626,2646,0.19,,,,,
30626,16006,0.66,,,,,
30626,30627,0.08,,,,,
30627,30626,0.08,,,,,
30627,30628,0.26,,,,,
30628,2645,0.18,,,,,
30628,28281,0.07,,,,,
30628,30627,0.26,,,,,
30629,1669,0.15,,,,,
30629,1670,0.17,,,,,
30629,16429,0.23,,,,,
30630,16439,0.18,,,,,
30630,30588,0.28,,,,,
30630,30631,0.07,,,,,
30631,688,0.24,,,,,
30631,30630,0.07,,,,,
30631,31053,0.55,,,,,
30632,686,0.11,,,,,
30632,16439,0.16,,,,,
30632,28799,0.89,,,,,
30633,16449,0.24,,,,,
30633,16450,0.3,,,,,
30633,30587,0.56,,,,,
30634,26234,0.15,,,,,
30634,26235,0.11,,,,,
30635,26919,0.2,,,,,
30635,30636,0.16,,,,,
30636,2775,0.24,,,,,
30636,26947,0.17,,,,,
30636,30635,0.16,,,,,
30637,1672,0.16,,,,,
30637,28479,0.23,,,,,
30637,28480,0.17,,,,,
30638,1671,0.15,,,,,
30638,28480,0.18,,,,,
30638,32709,0.22,,,,,
30639,1667,0.12,,,,,
30639,1668,0.2,,,,,
30639,28489,0.39,,,,,
30639,32116,0.27,,,,,
30640,28592,0.2,,,,,
30640,30641,0.33,,,,,
30641,2651,0.13,,,,,
30641,28593,0.38,,,,,
30641,30640,0.33,,,,,
30642,15853,0.19,,,,,
30642,28595,0.45,,,,,
30642,30643,0.11,,,,,
30643,2654,0.11,,,,,
30643,28596,0.35,,,,,
30643,30642,0.11,,,,,
30644,2648,0.16,,,,,
30644,28598,0.15,,,,,
30644,28599,0.21,,,,,
30645,32755,0.25,,,,,
30645,32757,0.03,,,,,
30646,511,0.33,,,,,
30646,6555,0.31,,,,,
30646,28508,0.34,,,,,
30647,519,0.14,,,,,
30647,6493,0.26,,,,,
30647,30950,0.11,,,,,
30648,11166,0.3,,,,,
30648,11167,0.13,,,,,
30648,31006,0.9,,,,,
30649,880,0.29,,,,,
30649,6381,0.59,,,,,
30649,30928,0.14,,,,,
30650,28185,0.27,,,,,
30650,30652,0.25,,,,,
30650,30807,0.33,,,,,
30650,32124,0.23,,,,,
30651,546,0.17,,,,,
30651,16479,0.12,,,,,
30651,16480,0.26,,,,,
30651,30652,0.32,,,,,
30652,550,0.14,,,,,
30652,30650,0.25,,,,,
30652,30651,0.32,,,,,
30652,31101,0.15,,,,,
30653,521,0.29,,,,,
30653,6493,0.2,,,,,
30653,31099,0.15,,,,,
30654,518,0.06,,,,,
30654,30942,0.17,,,,,
30654,30947,0.45,,,,,
30655,695,0.16,,,,,
30655,16460,0.62,,,,,
30655,31053,0.48,,,,,
30656,703,0.1,,,,,
30656,30793,0.29,,,,,
30656,30944,0.35,,,,,
30657,28741,0.1,,,,,
30657,30793,0.18,,,,,
30657,30795,0.46,,,,,
30658,732,0.18,,,,,
30658,6376,0.78,,,,,
30658,30810,0.23,,,,,
30659,14083,0.21,,,,,
30659,30762,0.59,,,,,
30659,30810,0.27,,,,,
30660,5501,0.12,,,,,
30660,30661,0.45,,,,,
30660,31105,0.9,,,,,
30661,5567,0.45,,,,,
30661,30660,0.45,,,,,
30661,30746,0.62,,,,,
30661,30863,0.22,,,,,
30662,760,0.09,,,,,
30662,30663,0.36,,,,,
30662,30665,0.35,,,,,
30662,30921,0.39,,,,,
30663,30662,0.36,,,,,
30663,30664,0.69,,,,,
30664,30663,0.69,,,,,
30664,30665,0.37,,,,,
30664,30763,0.3,,,,,
30665,6317,0.44,,,,,
30665,30662,0.35,,,,,
30665,30664,0.37,,,,,
30666,753,0.15,,,,,
30666,30667,0.32,,,,,
30666,30779,0.22,,,,,
30666,31032,0.41,,,,,
30667,14001,0.53,,,,,
30667,30666,0.32,,,,,
30667,30781,0.3,,,,,
30668,756,0.2,,,,,
30668,14001,0.23,,,,,
30668,30902,0.4,,,,,
30669,6825,0.08,,,,,
30669,30333,0.16,,,,,
30670,2629,0.06,,,,,
30670,30671,0.13,,,,,
30671,30669,0.08,,,,,
30672,30677,0.42,,,,,
30672,30680,0.45,,,,,
30672,30797,0.64,,,,,
30673,1705,0.25,,,,,
30673,30674,0.17,,,,,
30673,30678,0.34,,,,,
30673,31103,0.53,,,,,
30674,14041,0.5,,,,,
30674,30673,0.17,,,,,
30674,30796,0.33,,,,,
30675,30677,0.3,,,,,
30675,30710,0.33,,,,,
30675,30796,0.22,,,,,
30675,30812,0.17,,,,,
30676,1694,0.14,,,,,
30676,6191,0.11,,,,,
30676,28494,0.28,,,,,
30676,30797,0.39,,,,,
30677,1706,0.15,,,,,
30677,30672,0.42,,,,,
30677,30675,0.3,,,,,
30677,30679,0.33,,,,,
30677,30798,0.33,,,,,
30678,28492,0.28,,,,,
30678,30673,0.34,,,,,
30678,30679,0.39,,,,,
30679,30677,0.33,,,,,
30679,30678,0.39,,,,,
30679,30680,0.25,,,,,
30680,6052,1.22,,,,,
30680,30672,0.45,,,,,
30680,30679,0.25,,,,,
30681,840,0.11,,,,,
30681,30706,0.24,,,,,
30681,30884,0.24,,,,,
30681,31066,0.33,,,,,
30682,838,0.14,,,,,
30682,6136,0.53,,,,,
30682,31065,0.38,,,,,
30683,714,0.09,,,,,
30683,30684,0.1,,,,,
30683,30685,0.24,,,,,
30684,30683,0.1,,,,,
30684,30685,0.35,,,,,
30684,30910,0.07,,,,,
30685,713,0.12,,,,,
30685,30683,0.24,,,,,
30685,30684,0.35,,,,,
30686,6303,0.33,,,,,
30686,30757,0.35,,,,,
30686,30758,0.45,,,,,
30687,1765,0.18,,,,,
30687,30688,0.36,,,,,
30687,30813,0.1,,,,,
30688,1790,0.18,,,,,
30688,5404,0.26,,,,,
30688,30687,0.36,,,,,
30689,2169,0.17,,,,,
30689,30690,0.53,,,,,
30689,30705,0.41,,,,,
30690,2172,0.1,,,,,
30690,4844,0.2,,,,,
30690,30689,0.53,,,,,
30691,1991,0.17,,,,,
30691,1993,0.33,,,,,
30691,4950,0.22,,,,,
30691,31090,0.75,,,,,
30692,2006,0.24,,,,,
30692,30840,0.7,,,,,
30692,31089,0.5,,,,,
30693,2020,0.31,,,,,
30693,5010,0.15,,,,,
30693,5042,0.15,,,,,
30693,30694,0.13,,,,,
30694,2021,0.2,,,,,
30694,30693,0.13,,,,,
30694,30695,0.74,,,,,
30695,2012,0.2,,,,,
30695,30694,0.74,,,,,
30695,30841,0.6,,,,,
30696,1996,0.19,,,,,
30696,22785,0.09,,,,,
30696,22786,0.11,,,,,
30696,30697,0.14,,,,,
30697,2014,0.28,,,,,
30697,30696,0.14,,,,,
30697,31091,0.4,,,,,
30698,2039,0.15,,,,,
30698,5146,0.47,,,,,
30698,31080,0.54,,,,,
30699,2031,0.15,,,,,
30699,30700,0.42,,,,,
30699,30851,0.44,,,,,
30700,2033,0.11,,,,,
30700,30699,0.42,,,,,
30700,31081,0.12,,,,,
30701,2001,0.1,,,,,
30701,29444,1.36,,,,,
30701,30847,0.45,,,,,
30701,31084,0.5,,,,,
30702,29162,0.06,,,,,
30702,30703,0.15,,,,,
30702,30704,0.28,,,,,
30703,2153,0.11,,,,,
30703,4774,0.56,,,,,
30703,30702,0.15,,,,,
30704,2161,0.26,,,,,
30704,4798,0.06,,,,,
30704,22753,0.31,,,,,
30704,30702,0.28,,,,,
30705,2170,0.25,,,,,
30705,4848,0.38,,,,,
30705,30689,0.41,,,,,
30706,836,0.17,,,,,
30706,6062,0.14,,,,,
30706,30681,0.24,,,,,
30706,32745,0.03,,,,,
30707,851,0.18,,,,,
30707,6297,0.3,,,,,
30707,30716,0.12,,,,,
30707,32711,0.59,,,,,
30708,852,0.14,,,,,
30708,30893,0.37,,,,,
30708,30920,0.04,,,,,
30708,32711,0.34,,,,,
30709,1693,0.56,,,,,
30709,28496,0.02,,,,,
30709,32122,0.33,,,,,
30710,1704,0.18,,,,,
30710,30675,0.33,,,,,
30710,30711,0.12,,,,,
30710,30798,0.4,,,,,
30711,1691,0.38,,,,,
30711,6176,0.56,,,,,
30711,30710,0.12,,,,,
30712,1948,0.28,,,,,
30712,16721,0.25,,,,,
30712,30713,0.25,,,,,
30712,30714,0.28,,,,,
30712,31072,0.55,,,,,
30713,1942,0.28,,,,,
30713,30712,0.25,,,,,
30714,16718,0.17,,,,,
30714,30712,0.28,,,,,
30715,1882,0.32,,,,,
30715,13908,0.27,,,,,
30715,13909,0.19,,,,,
30715,30815,0.28,,,,,
30716,854,0.16,,,,,
30716,6315,0.13,,,,,
30716,30707,0.12,,,,,
30716,30717,0.3,,,,,
30717,861,0.22,,,,,
30717,30716,0.3,,,,,
30717,30924,0.34,,,,,
30718,625,0.23,,,,,
30718,11269,0.27,,,,,
30718,30719,0.58,,,,,
30719,621,0.28,,,,,
30719,8785,0.22,,,,,
30719,8787,0.57,,,,,
30719,30718,0.58,,,,,
30720,619,0.19,,,,,
30720,11269,0.25,,,,,
30720,30964,0.39,,,,,
30721,634,0.13,,,,,
30721,8731,0.15,,,,,
30721,30722,0.17,,,,,
30721,31016,0.1,,,,,
30722,633,0.15,,,,,
30722,30721,0.17,,,,,
30722,30723,0.15,,,,,
30723,656,0.09,,,,,
30723,11254,0.24,,,,,
30723,30722,0.15,,,,,
30723,30809,0.37,,,,,
30724,646,0.11,,,,,
30724,30725,0.09,,,,,
30724,31017,0.25,,,,,
30724,31024,0.32,,,,,
30725,631,0.15,,,,,
30725,30724,0.09,,,,,
30725,30726,0.09,,,,,
30726,629,0.12,,,,,
30726,8731,0.28,,,,,
30726,30725,0.09,,,,,
30726,31014,0.18,,,,,
30727,643,0.13,,,,,
30727,30986,0.2,,,,,
30727,30987,0.15,,,,,
30727,30999,0.38,,,,,
30728,29339,0.3,,,,,
30728,30729,0.13,,,,,
30728,30731,0.24,,,,,
30729,469,0.1,,,,,
30729,30728,0.13,,,,,
30729,30971,0.29,,,,,
30730,468,0.33,,,,,
30730,8870,0.1,,,,,
30730,30731,0.36,,,,,
30730,30732,0.33,,,,,
30731,467,0.12,,,,,
30731,8869,0.07,,,,,
30731,30728,0.24,,,,,
30731,30730,0.36,,,,,
30732,497,0.14,,,,,
30732,30730,0.33,,,,,
30732,30988,0.29,,,,,
30733,476,0.12,,,,,
30733,30735,0.22,,,,,
30733,30737,0.19,,,,,
30733,30989,0.33,,,,,
30734,446,0.08,,,,,
30734,30735,0.2,,,,,
30734,30974,0.34,,,,,
30735,447,0.08,,,,,
30735,30733,0.22,,,,,
30735,30734,0.2,,,,,
30736,454,0.05,,,,,
30736,30804,0.12,,,,,
30736,31092,0.08,,,,,
30737,449,0.1,,,,,
30737,6994,0.19,,,,,
30737,27488,0.07,,,,,
30737,30733,0.19,,,,,
30738,428,0.12,,,,,
30738,30739,0.07,,,,,
30738,31093,0.3,,,,,
30739,426,0.11,,,,,
30739,30738,0.07,,,,,
30739,30981,0.16,,,,,
30740,30741,0.11,,,,,
30740,30803,0.03,,,,,
30740,31094,0.1,,,,,
30741,12,0.06,,,,,
30741,30740,0.11,,,,,
30742,1769,0.48,,,,,
30742,5450,0.18,,,,,
30742,30857,0.37,,,,,
30743,1808,0.28,,,,,
30743,5488,0.04,,,,,
30743,14337,0.09,,,,,
30743,30744,1.42,,,,,
30744,1794,0.26,,,,,
30744,14339,0.06,,,,,
30744,30743,1.42,,,,,
30744,32531,0.47,,,,,
30745,1926,0.21,,,,,
30745,30869,0.81,,,,,
30745,31067,0.47,,,,,
30746,1775,0.14,,,,,
30746,28742,0.43,,,,,
30746,30661,0.62,,,,,
30747,1781,0.33,,,,,
30747,5513,0.33,,,,,
30747,16675,0.05,,,,,
30747,20668,0.78,,,,,
30748,1763,0.2,,,,,
30748,30749,0.13,,,,,
30748,31076,0.67,,,,,
30749,1762,0.17,,,,,
30749,30748,0.13,,,,,
30749,31071,0.49,,,,,
30750,1821,0.18,,,,,
30750,15542,0.04,,,,,
30750,15543,0.03,,,,,
30750,30881,0.65,,,,,
30751,1867,0.25,,,,,
30751,13956,0.01,,,,,
30751,13992,0.27,,,,,
30751,31022,0.26,,,,,
30752,13957,0.25,,,,,
30752,13987,0.11,,,,,
30752,30753,0.87,,,,,
30752,30872,0.89,,,,,
30753,1741,0.19,,,,,
30753,13985,0.78,,,,,
30753,30752,0.87,,,,,
30754,1682,0.08,,,,,
30754,30811,0.93,,,,,
30754,31039,0.71,,,,,
30755,1698,0.22,,,,,
30755,30771,0.38,,,,,
30755,30877,0.69,,,,,
30755,30882,1.19,,,,,
30756,709,0.16,,,,,
30756,31055,0.33,,,,,
30757,717,0.23,,,,,
30757,30686,0.35,,,,,
30757,30932,0.25,,,,,
30758,719,0.1,,,,,
30758,30686,0.45,,,,,
30758,30759,0.06,,,,,
30759,14083,0.37,,,,,
30759,30758,0.06,,,,,
30759,30760,0.02,,,,,
30760,30759,0.02,,,,,
30760,30761,0.33,,,,,
30760,30916,0.24,,,,,
30761,697,0.24,,,,,
30761,6353,0.12,,,,,
30761,30760,0.33,,,,,
30761,30916,0.29,,,,,
30762,722,0.15,,,,,
30762,30659,0.59,,,,,
30762,30933,0.43,,,,,
30763,751,0.18,,,,,
30763,6256,0.48,,,,,
30763,30664,0.3,,,,,
30764,611,0.08,,,,,
30764,6446,0.1,,,,,
30764,30808,0.26,,,,,
30765,608,0.16,,,,,
30765,13056,0.1,,,,,
30765,30808,0.52,,,,,
30765,31028,0.03,,,,,
30766,606,0.11,,,,,
30766,30769,0.55,,,,,
30766,31026,0.19,,,,,
30767,858,0.33,,,,,
30767,6340,0.48,,,,,
30767,13047,0.18,,,,,
30767,30923,0.7,,,,,
30768,13047,0.06,,,,,
30768,30770,0.2,,,,,
30769,30766,0.55,,,,,
30769,30770,0.21,,,,,
30769,31027,0.11,,,,,
30770,30768,0.2,,,,,
30770,30769,0.21,,,,,
30771,1702,0.25,,,,,
30771,5971,0.37,,,,,
30771,30755,0.38,,,,,
30772,812,0.14,,,,,
30772,6239,0.18,,,,,
30772,13058,0.12,,,,,
30772,30774,0.18,,,,,
30773,30774,0.29,,,,,
30773,30775,0.1,,,,,
30773,30906,0.17,,,,,
30774,30772,0.18,,,,,
30774,30773,0.29,,,,,
30774,30776,0.58,,,,,
30775,822,0.42,,,,,
30775,13066,1.08,,,,,
30775,30773,0.1,,,,,
30776,821,0.13,,,,,
30776,30774,0.58,,,,,
30776,31029,0.41,,,,,
30777,806,0.18,,,,,
30777,6147,0.47,,,,,
30777,32710,0.54,,,,,
30778,757,0.44,,,,,
30778,30780,0.28,,,,,
30778,30781,0.3,,,,,
30779,754,0.18,,,,,
30779,13995,0.24,,,,,
30779,13996,0.11,,,,,
30779,30666,0.22,,,,,
30780,770,0.28,,,,,
30780,6301,0.46,,,,,
30780,14011,0.13,,,,,
30780,30778,0.28,,,,,
30781,762,0.1,,,,,
30781,30667,0.3,,,,,
30781,30778,0.3,,,,,
30782,603,0.26,,,,,
30782,8780,0.46,,,,,
30782,30948,0.4,,,,,
30783,579,0.18,,,,,
30783,6473,0.3,,,,,
30783,30784,0.62,,,,,
30784,576,0.14,,,,,
